stimnum,type,Tempo,KeyDistance,ModeChange,hit_time1,hit_time2,hit_time3,hit_time4,hit_time5,hit_time6,hit_time7,hit_time8,hit_time9,hit_time10,hit_time11,hit_time12,hit_time13,hit_time14,hit_time15,hit_time16,hit_time17,hit_time18,hit_time19,hit_time20,hit_time21,hit_time22,hit_time23,hit_time24,hit_time25,hit_time26,hit_time27,hit_time28,hit_time29,hit_time30,hit_time31,hit_time32,hit_time33,hit_time34,hit_time35,hit_time36,hit_time37,hit_time38,hit_time39,hit_time40,hit_time41,hit_time42,hit_time43,hit_time44,hit_time45,hit_time46,hit_time47,hit_time48,hit_time49,hit_time50,hit_time51,hit_time52,hit_time53,hit_time54,hit_time55,hit_time56,hit_time57,hit_time58,hit_time59,hit_time60,hit_time61,hit_time62,hit_time63,hit_time64,hit_time65,hit_time66,hit_time67,hit_time68,hit_time69,hit_time70,hit_time71,hit_time72,hit_time73,hit_time74,hit_time75,hit_time76,hit_time77,hit_time78,hit_time79,hit_time80,hit_time81,hit_time82,hit_time83,hit_time84,hit_time85,hit_time86,hit_time87,hit_time88,hit_time89,hit_time90,hit_time91,hit_time92,hit_time93,hit_time94,hit_time95,hit_time96,hit_time97,hit_time98,hit_time99,hit_time100,hit_time101,hit_time102,hit_time103,hit_time104,hit_time105,hit_time106,hit_time107,hit_time108,hit_time109,hit_time110,hit_time111,hit_time112,hit_time113,hit_time114,hit_time115,hit_time116,hit_time117,hit_time118,hit_time119,hit_time120,hit_time121,hit_time122,hit_time123,hit_time124,hit_time125,hit_time126,hit_time127,hit_time128,hit_time129,hit_time130,hit_time131,hit_time132,hit_time133,hit_time134,hit_time135,hit_time136,hit_time137,hit_time138,hit_time139,hit_time140,hit_time141,hit_time142,hit_time143,hit_time144,hit_time145,hit_time146,hit_time147,hit_time148,hit_time149,hit_time150,hit_time151,hit_time152,hit_time153,hit_time154,hit_time155,hit_time156,hit_time157,hit_time158,hit_time159,hit_time160,hit_time161,hit_time162,hit_time163,hit_time164,hit_time165,hit_time166,hit_time167,hit_time168,hit_time169,hit_time170,hit_time171,hit_time172,hit_time173,hit_time174,hit_time175,hit_time176,hit_time177,hit_time178,hit_time179,hit_time180,rtmeanstim
19,1,72,0.86113,0,0,0,0,-0.314515495122397,0,0,-5.76452684185692,0,0,0,0,0,0,0,-2.54588673541142,0,0,0.0234467225536505,0,0,-1.332555741965,0,-5.91250929406192,0,-5.70652991969403,0.197483270688544,-0.014507614447691,-4.54250825913161,0,-3.74449047649775,0,0,-5.65442566385635,0,-2.73460295675262,-6.08250886877151,-5.98254262572876,0,0,0,-5.13454018209695,0,-1.74256012110378,0,0,0,-3.66252909206364,0,-0.576560835290504,0,0,0,0,0,0,-3.04253670329541,0,0,0,1.40736996338876,0,0,-0.864526202367081,0,-3.0366331045345,0,0,0,-4.32346338739635,0,0,0,0,0,0,0,0,0.147395792851306,-4.37267152396742,0,0,0,0,-4.68256754735354,0,0,0,0,-1.86257025463616,0,0,0,0,-5.51437536157792,0,0,0,0,0,1.54557137081265,-6.17255349820793,0,-6.02441229420532,0,0,-2.96251423424005,0,0,1.77554847218448,0,-3.63653468243272,0,-4.12448540238044,-3.97250187620047,0,0,0,-3.16100791618058,-4.55058019143934,0,0,0,0,0,0,0,0,0,0,-5.52256934540461,0,0,1.3686271,0,0,-6.1340658,-4.3017471,0,0,-6.0515033,2.1555965,0,0,-1.3385436,-5.8494611,0,0,0.627616643777007,0,0,1.4668289,1.90348221186208,0,0,0,-5.9584413,0,-5.4387033,0,0,0,0,0,-3.2569312,-0.603605999999999,0,0,0,2.0784573,-5.9910926,0,0,0,-6.0787052,0,0,0,0,0,-3.23257295563635,0.25340386634687
61,1,236,1.0965,1,0,-8.93261921842429,1.67748748156789,-5.01242931431957,-4.42263246832157,0,0,1.18181916337497,0,0,0,2.11406193464467,0,0,2.58188508266308,3.44001856769371,0,1.74183505374805,0,-10.4633373699111,0,0,0,0,1.3255263296827,0,-4.84256620708922,1.91744825187978,0,0,-9.36089128403973,0,0,-5.79245144341764,0,-5.9525519990849,1.58750545355623,0,0,0,-0.944522004664982,-9.35448604764391,-5.4425252183439,0,0,-9.14448725018038,0,0,0,0,0,-2.48245169323001,0,0,0,-5.76251867978126,0,-7.98491087998862,0,0,0,0,0,-1.63248061086144,0,0,0,0,0,0,0,0,0,0,0,-8.11446603719698,0,-1.38140348034205,0,-5.9345031526369,0,-4.62453027579982,0,0,-5.07251212444291,0,0,0,0,0,0,0,-10.3825420485362,3.64544611409054,2.12763231577809,0,0,0,-5.2665568007837,0,0,0,0,0,1.4961802,0,0,0,0.355783742686825,-3.05252127551926,0,0,0,0,0,0.577368621538959,3.58563317443662,0,0,0,0,-8.3645044963132,0,0,0,0,0,0,0,2.33543456869061,0,0,0,0,-6.2843827,3.0423489,1.0259358,0,3.11519,0,0,0,0,0,1.8059515,-1.49529621151073,0,0,-9.18247106040597,0,0,0,0,0,1.5306808,0,0,0,1.7057439,0,0,0,3.4200072,3.5092181,0,1.8742995,0,0,0,3.5105342,0,0,0,0,1.7116408,0,-0.992458537851583,0,0,0,1.03468958492916
62,1,102,0.64902,1,-0.141751000000003,0,0,0,0,0,0,-0.46762065539464,0,2.5178634,-2.75982496934999,-1.50973242677842,2.32852660685067,0,-0.0926264297482966,0.231376635099082,2.39692328009157,0,1.15658942511641,1.20764077904118,0.448481478005313,0.568468138399709,0.0484518725243319,0,2.13846647562957,-2.58158910200664,0,0.298478802692635,-1.69232908411114,0,0,-1.5024115944622,0,0,2.77639133123893,-1.99351989112566,1.9676867858591,0,2.98444634323931,0.718414417638112,2.06329737736099,0,0,0,-2.40153333257564,-2.26159174473377,1.38845358835115,0,0.0484679770844316,1.99852349345644,0,0.334424193274007,0.0384451656377927,1.81864234087791,0.274629062120312,0,1.31846748752002,2.79847294466332,0,0,-0.647711151146925,1.84648145454119,1.86895157095416,-2.83356347766024,1.29844029684944,-1.12783742586803,0,-2.96152257130685,0.658505985207281,2.56645844671314,0,0,0,0.0684878168963472,0,0.906449877492449,0.328543496624096,0,0.418372705748467,2.2784612712177,0,0.768475782366497,0.988465293384827,1.52840322514416,-0.401607301503036,0,0.878481023387867,1.49439562860122,0,-1.17152805989827,1.1664951116133,0,0,0,1.88859506950992,1.38645281198191,-0.0914557941147791,0,-2.70151844866929,1.52652786883657,0.958506159333147,2.25647061228668,-2.54315199231751,-0.233443983329138,1.1275994,0,1.28842607333712,0,0.146568317091965,3.40842463927308,-1.15176935181342,0,1.88654571691705,0,2.38007865879546,2.77652744962747,-0.193534924646883,0,0,0.0474967857931077,1.75767967830565,0,0.2264313570501,0.21656332859737,2.94645843204801,-0.0325265902569996,0.719598649865834,0,1.73842328697213,1.05632623081723,-2.362354432793,0,-3.3553826,3.6873781,0,3.858795,0,1.5308064,2.0866928,1.138907,2.5013434,1.7555709,0.0716791999999984,2.3057911,1.7664279,0.310048397516038,0.738472809210222,3.22847749468576,0,-3.4598089,-3.3528626,2.31409082736582,2.04836754770218,0,2.1415963,2.0737763,2.645704,2.5017638,1.3342935,1.6527025,2.23848995801357,1.41840063236284,2.1183547,1.6840585,0,2.0593481,0,0,-2.3938006,0.519044399999999,0.781948799999999,2.044781,0,1.6917059,2.8409705,-3.3460854,2.7164874121372,1.60837382440199,0,-2.88154349327675,1.1687059833468
63,1,43,0.64831,1,1.4299215,0,3.22009396908173,0.326472303531938,0.140547332242814,0,0.766449437543148,2.69837250043812,0,3.4833797,0.202238920532871,-2.57378094757722,0,0,1.26331876411967,2.27741022449513,-1.47391683403249,0.14068362341779,-2.54341966476363,0.308474961119067,0.0201968962826964,1.85846654724448,0.588436312761498,0,2.72027330134391,-2.15155176444191,-2.43152552630942,2.06388009695016,-2.95357409521631,2.41846781015175,0,0,0.486566389626816,0,0,-1.73157015458573,-0.137538699901524,0,2.25010814282854,0.158450112701958,2.27662999210283,0,0,0,0,0,0,0,-2.28154484748007,0,-1.53153702448355,3.1144090295824,3.03654064815012,-0.0913928752790323,0,0,2.59449238589102,2.4577190835172,0,0,-1.98355182621231,1.60651701735759,-0.543527089601104,-2.62151076237426,-2.52151232045426,-1.68789250790448,2.54203566280043,-2.70155520098784,1.54846179182991,2.9520964716424,-2.45153888614734,0.0284645446689691,0,1.97450174589045,0.258421396721904,1.80959709882764,-3.02147465874361,0,3.43635102937478,0,-2.24333444001007,2.82648704372189,-1.64353046255689,2.53647770028098,0,0,-1.23155704715703,0,-1.72358133552918,-1.43151040307851,1.13202311127015,0,0,0,1.67842016915503,1.46575477144925,0,2.0784626204099,3.13838826676365,0,-0.821537938559185,-0.843454706992507,-3.55166927264137,0,0.1273298,-0.412393167858077,1.89857059768996,-0.0425364564199917,-2.48323399512488,2.35845172587247,-2.4915479808238,-2.35154504545791,0,0,-0.953553860604536,0.458485685102314,0,2.2744916801646,2.48488873083077,0.0476618699813542,2.21845744361806,0,-0.181715988323706,0,2.07646816236355,2.16847124738504,0.73327557854441,-1.17161117311226,-0.791566916755146,-0.351539912699105,0.336555390572814,0,0,0,0,0,0,-3.6635394,1.7770331,0.3442095,2.4815937,3.1708261,2.2261518,0.2788603,1.6814367,-1.5600377081792,0,0,-3.60150636645405,1.8672965,-2.9918914,2.30994295535771,0,0,2.2588109,0,0,3.021905,0,2.5492753,-2.04351296915765,2.6766558418037,0,0.3402552,2.9430112,0,0.4507128,0,3.0595357,2.2115026,0.9414508,1.7664975,0,0,0,0,1.47847784456956,3.05845150589467,0,-2.83150900075819,1.12093664863507
5,2,132,0.8608,0,-3.3813669,-2.3728407494646,0,-4.9935436080787,0,0,-3.65160100044472,-0.0475384725936365,0,-2.6154231,-3.34983353375608,-3.15097525402765,0,0,6.00676061619503,-0.700074614668571,-1.91238742200899,-4.31861425463126,-3.26334191036318,-3.34151523523973,-3.33153004874672,-3.27149980385529,-3.18178799126542,0,-3.40997722219941,-1.35160938395951,-2.40159580844251,-3.15777550560257,0,-2.90154186880034,-2.62791762858069,0,0,0,-2.29161248312153,-0.551514940158707,-1.6515919588734,-1.60152221759458,-0.479161692901176,-2.58154154280695,-3.02229159269941,0,6.608460732562,-1.05422961926576,5.8176364610918,-0.911491024971697,-3.35149059594918,0,-2.71354582417075,-1.21153963970834,-1.9514895099588,-3.23159670153045,-3.03353850632319,-3.09181433435305,4.98154923818861,0.338418435899204,2.48432385480399,0,0,-1.21153488259548,0,6.08014951341268,0,-2.64643010781072,6.208494535445,0.258459275075818,0,-3.13156393401032,0,-2.00354881986011,0,-1.48454455091625,-5.33357362749526,0,0,-3.19151778403402,-3.44987026977879,4.86837794531938,-3.43161071544059,0,0,-2.18237178164497,0,-2.72152399206913,-0.371528740099166,0,-0.911508989693383,0,4.38204337621142,3.17810524579129,0,0,0,3.91853324520978,-3.03134154083731,-3.26799339633917,5.72850459565226,-6.49153990932549,0,0,-3.24982576126425,0,-5.70348570610662,0,-1.3296801,-4.99151587672287,-2.72158485214668,-3.12241741953792,-2.53333244696548,4.33843933378991,5.86848536781021,-3.52149008827612,0,0,0,0,-1.69232060766444,-1.6856448805497,0,-2.20992649596089,1.16849775073527,0,-4.83451908323062,-2.04350729740218,-3.35155608496685,0,-3.32090295725345,7.12909489695507,6.92044570401178,-3.11158650348404,-4.16350875471759,0,-2.324875,0,-2.0957545,-1.937111,-3.0127291,-3.2737122,0,-3.2454263,-0.220020999999999,-0.699588200000001,0,-2.2283848,-3.0696456,0,-2.25353514803243,-1.87152957385637,-1.12155872059388,-3.2656895,1.5678784,-3.20355772730673,0,-2.2729667,0.201087399999999,0,0,-1.9935407,-2.2516478,0,0,1.66007180368595,0,-2.8656918,0,-2.4313504,0,-2.4576168,5.3276554,-1.653417,-2.8038398,-1.9295993,-2.68156691357952,-2.0917889,-0.9723579,-3.1156875,-3.01159190305725,-2.49150059760635,0,-2.37156430317633,0.760331785022772
37,2,160,0.64816,1,-1.3873005,-4.87729514937427,-3.09553119434165,0,0,-2.70558792879172,0,0,2.91424697507357,0.194834199999999,-5.06371665307703,-5.11080755258402,0,0,-5.09569617587472,-5.44421968428505,1.19447754218242,-5.28214266720689,0,0.794486414587698,0,-2.44554758250727,-2.5775516852499,-4.34070584586303,-4.23554225009239,-0.127546405782777,0,0.984488547569701,0,-3.87553362702598,0.44243806378476,0,-5.06542430208511,-0.445448863009407,0,0,0,0,-2.15548108395067,0,-3.01629744408735,0,0,0,0,0,-2.08535503096554,-3.8275135611154,-3.36559313207542,0,1.37445521041125,0,0,-3.9353939673192,0,-1.69549791387723,0,-4.49555508040526,-0.3114131358045,-2.54557185312391,-4.03535918356273,1.41607010201029,0,0,0,1.72446278002968,-2.76202653225534,-2.89560253968906,0,-2.78631333375862,0,1.0224517729407,0,-3.31550460120225,-4.20553521648302,-4.79548913966814,-2.59753249194887,-2.90553711392064,0,-2.33555738283109,-0.397398810503091,0,0,-3.08949712857755,0,0,1.54450026397142,-2.52552693628123,0,0,-3.72687684609144,1.76044428443214,-2.90737301497464,0,-3.44530972055462,-3.51554081459815,0,-4.51546739757688,0,-2.88714974265774,-2.68553359769582,0,0,-3.38743986037853,1.5234139,0,-1.78431206994656,1.52350519255686,1.33250401502966,-4.5755674855218,-1.3995456519922,2.06447412906249,-2.97558466150065,1.77257376721622,0,0,1.03444391503315,-4.52553172961507,-3.7220081714419,0,-1.99553418259117,0,1.04246229292068,-5.3553968146163,-3.31750680425494,0,-4.25358417567027,2.67448347600115,-2.61549684700803,-4.79554600601706,0,1.75446172978371,-2.899218,0,-2.3928375,0,1.7072611,-4.098531,0,-2.4187859,1.961948,0,-2.0865999,0,-1.0428273,-3.76197263066354,0,-2.83551516546915,-3.34553394403387,-3.1345444,1.4152302,1.09446141956072,-1.89752258951997,0,-3.6172236,-0.826259200000003,0,2.4708592,-2.4118354,-2.2920024,0,1.9625033385297,-3.2726211,-0.104163600000003,-1.1663048,-5.3304715,0,-3.2574263,0,-1.1532082,0,1.2937559,-2.76953327457482,-2.2608264,0,2.1256947,-3.75633167372307,-4.28590292233171,0,0,0.387029758181473
38,2,82,0.86057,0,2.9177383,0,0,0,1.67848591111363,0,0.327073340648713,-2.82977841586932,0,0,-3.95288312225397,0,-4.13249843469704,0,0,-2.42984293736552,-3.85152311041598,0,0,-4.43212891238243,-2.53155210502543,0,1.78008202532091,0,1.44842566271491,-3.81356618911931,1.03439815396663,-2.56351603376904,-0.861513365435309,-4.1414984015064,-0.58152370994021,0,-4.06342564959995,0,0,1.52846042232804,0,0,1.12860297597355,0,-4.28672632149344,0,0,0,0.828489060843889,-3.23353313721235,2.47845506953498,0,2.71003089480851,-2.7234853583852,-1.44157931827656,0,0,-4.28138631733547,0,-3.85152005830878,0,-4.4835881297483,0,-3.62249378459571,-1.73351278762908,0,0,0,0,-0.381627703507302,0,-3.54150874952064,1.69671491055369,-4.49151940013741,-1.24195068005388,0,0,1.67847208115127,0,-3.5335382548751,1.29440237163656,0,-2.60162912004716,-0.741565045362922,0,-1.69151551387725,1.42851667230048,0.868449288157066,1.52853924770526,1.96848569523172,-3.88155951089029,-0.441515541431352,-4.0615844357155,0,-4.09159671460525,0,0.42872634528371,0,0,-0.922322057151071,2.45839519456455,1.578569668546,0,-3.71344331327838,0.698454626245798,0,-3.35345241456354,-3.42337748578138,1.3768082,1.40849927958064,-0.333533943791686,-4.56260459795906,-2.81350070954098,-4.24161291826945,-2.02156252868877,1.75838808202735,-4.56551166167076,-3.00128502152269,-0.921525013033541,-3.29153239687371,1.42647244458229,0,1.37833804134702,-4.14246901536821,1.1264593926142,0,-4.47153604846498,-4.04342745894383,0.9184634489899,0,-2.87758523748385,0,0,1.00846452347101,0,1.44839438065566,-2.6936995,0,-3.3652247,1.5816636,0.955836899999998,-3.1261767,1.3871183,-4.0167648,0,2.4059863,-3.0042544,0.834713399999998,-3.9836816,0,1.09849677919385,0,-1.56151917635353,0.633624699999999,2.1831569,0.882102594711441,-0.61156974396051,0,0,-4.0387797,0,1.7047063,2.4708383,-0.280337200000002,-1.39150798886033,0.946436567935741,0,-0.3647144,0,-3.8517417,0,0,-2.4150998,2.1888611,0,2.1033621,0,-3.714761,1.577318,-2.6101915,0.91766713839683,1.11844160689381,0,1.79846080362289,0.62178488881597
39,2,138,0.93121,1,1.3607272,0,0,2.1314714236272,0.493258410348776,1.32507989886887,1.05732986958803,-0.878980964797341,0,0,-1.75108329178228,0.247756945788902,-0.486563689077563,0,0,0,2.40324078828021,-1.36219025706284,-0.758458559071533,1.07267989828264,1.59347163773735,1.3814926128602,-1.28935511749014,0,-0.856523376135812,1.51344175354567,-1.4086017492442,0.703452981334783,-1.17171233828942,0,0,-1.07658264658243,0,0,0,-1.09656620965057,0.0214567128786047,-0.308494142767477,0,0.603480865597964,3.36154341649197,0,0,0,-1.38686494436291,-1.33053465651452,0,1.96345690499043,0,0,-1.44854510341925,1.0794081936729,-1.01648720659868,0.523587758828489,0,0,1.13944079414335,0,0,0.299500457182159,0,-1.75490757773958,-0.766548983017168,0.412693932814626,-1.53660982087405,0.933449596123726,1.84696622314254,-0.206527968036111,3.84146281692268,0,-0.956437961444182,-1.27653702448355,0,1.41347651003759,-1.50653858213098,-0.696614184258834,-1.03293950948244,0,0,-0.786552792644557,1.72162197247546,0,-0.54655234130793,0,0,0,-0.928575475295208,0.383473005058022,0,0,0.915144854041319,0,0,-0.81841527094144,1.45360993893414,-0.368524801857179,0,-0.366538992754691,0,-0.968396865930258,-1.04656996709156,-0.0584251705849432,3.3716288012906,0,1.72177,-1.67497323339608,0.00349367935098144,-1.67658702839683,0.221477270025037,0,0.0133519292786044,0,-1.4364924181542,0,1.69354675026709,-0.866541723829714,3.75349328520237,-0.400595745382901,2.47343292510343,0,1.10360206382412,0,-1.3365238838266,1.24123213343267,0,2.83347712072762,0.837209217191912,2.72273669537621,-1.2765656995536,0,-1.0072894369249,2.96348330203572,0,0,1.2911951,0,1.0503855,1.6109177,0,-0.662434500000002,1.4615661,0,1.0827297,0,3.3521938,0,3.36338387316513,3.6150665014896,1.5834971018244,1.8855622,1.3783369,0.991479903561734,3.79348998734394,3.8136254,0,0,0,4.0435442,0,0,-0.578519964451589,0,0,-0.577157300000001,0,0,3.3686119,3.6187479,-0.342743200000001,1.1917179,3.133088,0,0,1.7122886,2.9218262,1.4063673,0,0,2.77345404297193,-0.966626058276519,1.03180697661117
41,2,60,0.86138,0,1.3061147,0,0,0,0,0,0,0,0,0,1.54460420418483,1.32676464994695,0,0,0,0,1.31246741590829,0,0,1.72249609357528,0,1.49049119768527,0,0,1.53844670417016,0,0,1.23245124720128,1.16250213560995,0,0,0,1.72241992679624,2.59073271333204,2.34044046990985,1.79246598043371,1.22907392565859,0,2.88043751636067,0,1.71167322564726,0,0,-0.399334853445644,1.29049522526687,1.3104982167264,1.22052774139997,0,2.25748154589896,1.2540842244813,0,1.43396388284362,1.20236524858317,1.67055087011081,0,0,1.18251020689493,0,0,0,0,0,0,0,2.152468600348,3.18596639937116,0,1.33253751130124,1.4804898740925,0,0,-0.508252898990939,2.40404565532372,0,0,1.23258139887014,2.60048622069184,0,1.0424629469808,0,0,0,0,1.20845163163668,0,0,1.30244525526036,1.4524136697136,0,2.59243726439548,1.47158862393757,0,0,2.05257959561439,1.92261769156395,2.84048302193375,2.1024832287106,0,2.02045485208802,2.13057549946581,0.852421644483289,0,1.4521761965467,2.14043408454102,1.2300251,3.40256190657059,1.39848355751351,0,1.24053653102463,0,0,1.66244191733472,0,0,0,0,0,0,1.55242217552175,0,0,0,0,1.64050767462542,0,1.3404925542001,1.26459116898432,0,2.03400795140579,1.44246544003508,0,0,0,0,1.819067,2.7445976,1.2498468,0,1.1660095,2.1902938,1.4111995,1.5608558,1.8610055,1.6955756,1.5614818,0,1.83243888900702,1.94250503560302,1.5624583421629,1.5388101,0.454973200000001,2.02600687503941,2.30046767279623,0,2.3105437,0,2.7994197,2.1233814,2.1738527,3.1708223,0,3.43248734761038,1.7916162,0,0,1.7565117,0,1.6307183,2.3093535,1.44226,0,1.8108566,2.04247221313796,1.9272759,2.5409665,2.8661633,1.22046138143124,1.36251827648863,0,2.33258259799644,1.75905263274986
45,2,120,0.86113,0,3.6566715,-0.168493755269521,0,0,0,0,0,0,0,4.1628644,0,0,0,0,0,0,0,0,3.73164159498311,0,0,0,3.43142829677058,0,0,0,0,1.73149684941305,0,0,0,0,2.29156024226754,0,0,0,0,0,0,0,4.01145409116873,0,0,0,0,0,3.53352109220443,0,0,0,0,1.78270862834584,1.17349286363213,0,0,0,3.1534964510509,0,0,0,0,0,0,0,0,0,0,2.30501137566002,0,0,0,0,0,0,0,0,2.14703025112481,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94261495490336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931462023311608,0,1.6616058941086,3.58343735398974,0,0,0,0,0,0,0,0,0,0,0,0.793516058261424,0,0,0,3.38943939201739,2.25213639143626,0,0,0,0,0,0,0,0,0,0,1.67074,0,1.6548105,0,0,0,3.3830322,0,0,0,2.14346439148578,0,3.8467223,0,0,0,0,2.1516339,0,0,0,0,0,3.98349410826134,0,0,0,0,1.5937494,0,0,0,0,0,0,1.49066318466256,2.1991716,0,2.5146046,3.35151072978367,0,0,3.4835040072622,2.56275560665015
48,2,78,0.86057,0,0,1.82859095340239,0,0,0,2.49046884014507,0,0,0,1.9313699,1.06739273374669,0.0084784818189565,1.62946697062275,0,-1.14770567734452,0,1.35047844408808,0,2.16854505349999,1.24048224969002,1.91846959049234,-3.72154297915587,-3.77392284058796,0,1.2004871240607,0,2.71043770113999,1.37406173515272,2.06850240544839,1.362072463088,0,0,1.65849728600931,0,0,-2.93954192410179,-2.11950153432826,0,0,-1.6195446224961,1.63846865364549,0,-0.269600266610157,0,0,-0.479349272318784,1.3405022767702,0,1.74203056484544,1.14848805382671,-0.771503557540052,1.90040991242015,2.15052007458632,1.80062645639809,0,-1.43953642465687,2.88646562212198,-2.240301660313,0,0,-0.129579908474907,0,-2.56795690389056,0,0,2.99041023505188,0,0.790741912421938,1.04050263422446,-4.85943203260939,2.16053225388971,0,0,1.08845978292591,0,1.21041855896806,1.15208466443366,2.0185112430652,1.50198756699167,-2.23592265169063,0,0,1.70044055348738,0.99053158858001,0,0,1.05646798319969,1.07049016332618,0,0,0,0,0,-2.06937457291393,1.47057998338845,1.57052126245336,1.4304391089824,0,0,1.71819196526457,-1.34956405706476,0,0,0,2.5992221,0,0,0,0,3.02823462831818,0,-3.12795848771328,1.47111612396098,0,0,1.97210501184568,0,0,0,-3.64794361737776,2.16484536130854,0,2.91072968179095,1.79043657417426,1.02846219365454,1.58058110308853,1.24040659305254,-2.12145256325462,-2.26153948719152,1.10042104900391,3.10046652866777,1.77047888053064,2.775526,2.5496528,0,2.0683393,0,1.6488998,1.2662294,1.6353792,1.8281128,2.4312393,1.2291715,0,1.148723,0,2.08067275949579,0,1.94648741264228,0,2.994261,1.41046548181737,2.38092283032232,-4.6556791,1.7742545,2.9667726,0,0,2.3852373,2.6259719,3.12049441623026,1.96646156327955,1.7395903,0,0,1.5874888,0,0,1.7030515,1.1830594,0,3.0095297,1.32041903717185,1.8250555,2.3090765,3.0785108,1.15045539216908,1.07046156621258,0,0,1.44022318700381
52,2,66,0.93117,1,0,3.54062865587533,0,-0.829579024244307,0,-0.073959175053929,-0.729531193688779,0,0,0,-0.596634877663909,-0.456976269083258,0,0,-0.783674820665071,0,0,-1.0806632190892,-0.469523611020422,3.42169691716913,-0.405916259466307,0,-1.04952624115139,0,3.43244010781766,0,0,-0.427503430688002,2.98246666065396,0,0,-0.5165521205993,0.180475804467214,0,0,-0.287531585145338,0,0.43966229256246,0,4.22047743981041,0,0,0,0,3.03609058116203,0,2.99249428424358,0,0,0,1.61169055285863,0,0,0,-0.573952862209621,-1.0859193678718,0,0,0,-0.647565055884742,3.37166681698428,3.17053316360949,-0.577548726379225,0,0.342461993754167,-0.819553609662526,0,3.43111207085554,0,-0.868317080700024,-0.803899356865321,0,0,3.30246353134757,0,0.926641460015759,0,0,0,-1.13748129279011,0.342056120600013,0.0124898535613198,0,0,-0.317525191124041,0,0,0,3.72106858172342,0,1.42167938181257,0,0,0,3.44265383438684,0,0,0,-0.901545699318952,0,2.46246319065189,-0.219394519326972,0,4.10011362350048,0,-1.15955444720554,3.63412857167997,3.58250706309454,2.2600655737331,0,0.59036387260646,2.01248902872805,-1.03596507951406,-0.314873476079772,0,-0.1275022015869,3.76602873339449,0,0,0.322546522959197,-1.10752372635156,0,3.02237875507135,0,3.65239925237154,0,0,3.77242189688321,-0.719537038123338,2.72242363004834,-0.32951497273385,0,0,0,0,0,3.2509079,0,3.6701604,3.9480574,0,0,4.3408966,3.795989,0,0,3.04243867636416,0,2.98247852123752,4.0059785,0,0,1.34606203080569,0,0,0,0,4.0155191,4.4246105,0,-0.877511303192463,1.11582996889514,3.4411741,3.6554744,0,0,0,0,0,0.386564100000001,0,4.27958,3.95252138550816,0,0,4.4735236,3.23848702204324,0,0,-1.01150747851183,1.72801782587032
53,2,123,0.93225,1,2.0659151,0,0,2.16099319833639,2.45973445717478,0,1.68939071017716,0,0,1.8588285,1.24160200442299,-0.910365083854714,4.26851760878755,0,0.275568238928454,6.24888413788451,0,0.415408746357844,1.92753310093502,4.11927186369639,1.51947262029764,1.69549573504406,1.48109252559442,0.243417401168138,1.24947531867216,6.11744979593393,0.0193640167210596,1.18949611469771,3.95748318679199,0,0,0,1.20758722963096,-1.24245620961697,2.14918795954079,-0.380080953295781,2.24945349537208,-1.67054500712723,3.55308074269553,-2.88064262993722,1.44951158728797,0,3.20944913985961,0,1.447487885446,2.31942297900547,1.77944144557676,0,1.09107892276591,5.20947851565937,1.87311317255875,0,1.63947093941951,1.73943673794201,-1.83453750323547,0.719476598028706,1.80544569227972,0,0,0,-1.23131353173791,1.39666431634335,-0.382569126895731,6.0184806064619,0,-1.81694282379028,-1.39046830486576,1.32566433150583,0,0.947421072622468,0,-0.400491299085971,-1.66446339889601,1.24948963537947,0,1.42935244192028,-2.27252266634599,5.42950443255261,1.30944811330785,0.31948135511692,1.79950493485253,4.1493449180549,0.0894947334228391,1.63105553958691,3.0794383658876,0,-0.850444463346104,1.31105225499239,0.19971632928554,2.45964556060769,0,-2.32051780340582,0,0,1.88758210873241,0.979506311460202,3.54948487852593,1.85854926861317,1.7142882949206,5.51946192614786,0.349472092354802,0,1.52754986646031,1.99753601209171,1.6810042,2.36547474206054,1.65548866096097,5.58844758791563,1.55760577720613,1.2194652325092,0,1.87841772664246,1.80557107870455,2.06749817292721,0,3.21959733727138,1.96867268303735,-1.35051504814895,0.259421999539512,0.659485032508695,1.76820178562656,-1.57348931502349,0.399479269153804,3.37749419381291,3.09751723923011,3.22941557161701,3.03674071105583,-0.253475298693186,1.51744847277868,2.37305949307407,1.56748781364136,3.5094456935787,0.743461499999999,3.9273501,1.6826204,2.1980998,0.643123899999999,1.7076028,-0.653950699999999,1.7279997,3.6616918,5.0552926,0,0,1.7760229,1.32741423563322,1.53942467126513,0,2.17949839234662,-2.0716276,0,5.58945065531386,4.55947684733687,-2.9194275,5.5536328,1.8978821,3.5590685,3.9924131,1.8032407,3.126643,4.40935336646688,1.80947318104026,2.3571804,1.5579366,1.9658872,2.1377767,0,1.6210708,2.1432882,1.5394261,0,3.5018726,1.76947168519124,2.3262839,0,6.5024019,1.51940752500047,2.04952431854545,6.38549640776258,-1.17050333999622,1.96430626887348
