1,0.92942,0.88563,0.98214,0.88268,34,0.80952,3,0.06383,10,0.71429,1,0.1,13,0.92857,0,0,11,0.78571,2,0.16667
2,0.44937,0.39821,0.47146,0.43304,21,0.5,26,0.55319,10,0.71429,8,0.8,5,0.35714,5,0.38462,6,0.42857,6,0.5
3,0.69246,0.83929,0.61416,0.68849,14,0.33333,7,0.14894,5,0.35714,0,0,6,0.42857,4,0.30769,3,0.21429,1,0.083333
4,0.7727,0.84071,0.72212,0.79554,23,0.54762,9,0.19149,10,0.71429,2,0.2,7,0.5,3,0.23077,6,0.42857,1,0.083333
5,0.64436,0.65911,0.67967,0.61071,16,0.38095,11,0.23404,5,0.35714,2,0.2,6,0.42857,3,0.23077,5,0.35714,3,0.25
6,0.64761,0.78571,0.47894,0.73135,10,0.2381,6,0.12766,2,0.14286,0,0,2,0.14286,2,0.15385,6,0.42857,2,0.16667
7,0.74526,0.75143,0.74143,0.82197,18,0.42857,7,0.14894,5,0.35714,1,0.1,6,0.42857,2,0.15385,7,0.5,1,0.083333
8,0.7455,0.74375,0.78913,0.79554,23,0.54762,11,0.23404,7,0.5,2,0.2,10,0.71429,4,0.30769,6,0.42857,1,0.083333
9,0.71858,0.82143,0.34388,0.78571,7,0.16667,2,0.042553,4,0.28571,0,0,1,0.071429,2,0.15385,2,0.14286,0,0
10,0.81849,0.66508,0.89286,0.89286,19,0.45238,3,0.06383,3,0.21429,1,0.1,8,0.57143,0,0,8,0.57143,0,0
11,0.79289,0.56041,0.85867,0.96429,29,0.69048,13,0.2766,5,0.35714,3,0.3,12,0.85714,4,0.30769,12,0.85714,0,0
12,0.86685,0.77857,0.87336,0.94643,28,0.66667,5,0.10638,8,0.57143,2,0.2,9,0.64286,1,0.076923,11,0.78571,0,0
13,0.69442,0.81111,0.61416,0.76634,18,0.42857,10,0.21277,7,0.5,1,0.1,6,0.42857,4,0.30769,5,0.35714,1,0.083333
14,0.65986,0.66508,0.75975,0.46108,12,0.28571,7,0.14894,3,0.21429,1,0.1,8,0.57143,3,0.23077,1,0.071429,1,0.083333
15,0.71813,0.81111,0.70581,0.6849,26,0.61905,16,0.34043,7,0.5,1,0.1,10,0.71429,6,0.46154,9,0.64286,5,0.41667
16,0.73881,0.71409,0.77205,0.82197,16,0.38095,6,0.12766,4,0.28571,1,0.1,5,0.35714,1,0.076923,7,0.5,1,0.083333
17,0.77251,0.80357,0.80607,0.84666,19,0.45238,6,0.12766,3,0.21429,0,0,8,0.57143,2,0.15385,8,0.57143,1,0.083333
18,0.71739,0.71569,0.47146,0.85595,23,0.54762,13,0.2766,8,0.57143,3,0.3,5,0.35714,5,0.38462,10,0.71429,2,0.16667
19,0.75688,0.38857,0.88774,0.89291,25,0.59524,12,0.25532,4,0.28571,4,0.4,11,0.78571,2,0.15385,10,0.71429,1,0.083333
20,0.81601,0.65911,0.85714,0.94643,22,0.52381,5,0.10638,5,0.35714,2,0.2,6,0.42857,0,0,11,0.78571,0,0
21,0.85871,0.65911,0.91292,0.89291,27,0.64286,5,0.10638,5,0.35714,2,0.2,12,0.85714,2,0.15385,10,0.71429,1,0.083333
22,0.72855,0.30467,0.72212,0.92857,18,0.42857,8,0.17021,1,0.071429,2,0.2,7,0.5,3,0.23077,10,0.71429,0,0
23,0.81977,0.74375,0.86743,0.98214,33,0.78571,15,0.31915,7,0.5,2,0.2,13,0.92857,5,0.38462,13,0.92857,0,0
24,0.65986,0.70476,0.39439,0.68849,12,0.28571,7,0.14894,6,0.42857,2,0.2,3,0.21429,4,0.30769,3,0.21429,1,0.083333
25,0.92247,0.8372,0.93887,0.98214,33,0.78571,3,0.06383,8,0.57143,1,0.1,12,0.85714,1,0.076923,13,0.92857,0,0
26,0.35989,0.25625,0.22465,0.48795,22,0.52381,32,0.68085,7,0.5,8,0.8,7,0.5,11,0.84615,8,0.57143,7,0.58333
27,0.77251,0.71409,0.77535,0.84666,19,0.45238,6,0.12766,4,0.28571,1,0.1,7,0.5,2,0.15385,8,0.57143,1,0.083333
28,0.85457,0.59167,0.91749,0.95833,32,0.7619,10,0.21277,7,0.5,4,0.4,11,0.78571,1,0.076923,14,1,2,0.16667
29,0.73088,0.62092,0.82637,0.74777,24,0.57143,13,0.2766,6,0.42857,3,0.3,10,0.71429,3,0.23077,8,0.57143,3,0.25
30,0.7837,0.67143,0.79418,0.89286,24,0.57143,9,0.19149,7,0.5,3,0.3,9,0.64286,3,0.23077,8,0.57143,0,0
31,0.72091,0.66508,0.80037,0.82143,13,0.30952,5,0.10638,3,0.21429,1,0.1,6,0.42857,1,0.076923,4,0.28571,0,0
32,0.62635,0.78294,0.47445,0.76634,15,0.35714,11,0.23404,6,0.42857,1,0.1,4,0.28571,4,0.30769,5,0.35714,1,0.083333
33,0.77081,0.71569,0.82612,0.82804,24,0.57143,10,0.21277,8,0.57143,3,0.3,7,0.5,1,0.076923,9,0.64286,2,0.16667
34,0.56198,0.75143,0.4769,0.61071,13,0.30952,12,0.25532,5,0.35714,1,0.1,3,0.21429,3,0.23077,5,0.35714,3,0.25
35,0.77499,0.66508,0.89286,0.76634,16,0.38095,4,0.085106,3,0.21429,1,0.1,8,0.57143,0,0,5,0.35714,1,0.083333
36,0.79235,0.81062,0.6656,0.87946,28,0.66667,12,0.25532,9,0.64286,2,0.2,7,0.5,4,0.30769,12,0.85714,3,0.25
37,0.76961,0.81062,0.75137,0.81726,28,0.66667,14,0.29787,9,0.64286,2,0.2,9,0.64286,4,0.30769,10,0.71429,3,0.25
38,0.64247,0.60179,0.61416,0.76667,17,0.40476,12,0.25532,4,0.28571,2,0.2,6,0.42857,4,0.30769,7,0.5,2,0.16667
39,0.75056,0.5869,0.875,0.74777,17,0.40476,6,0.12766,2,0.14286,1,0.1,7,0.5,0,0,8,0.57143,3,0.25
40,0.73077,0.47143,0.87336,0.84666,25,0.59524,14,0.29787,8,0.57143,6,0.6,9,0.64286,1,0.076923,8,0.57143,1,0.083333
41,0.7931,0.71569,0.74143,0.96429,26,0.61905,10,0.21277,8,0.57143,3,0.3,6,0.42857,2,0.15385,12,0.85714,0,0
42,0.60045,0.82143,0.37912,0.78571,8,0.19048,6,0.12766,4,0.28571,0,0,2,0.14286,3,0.23077,2,0.14286,0,0
43,0.62255,0.74375,0.6656,0.61071,19,0.45238,15,0.31915,7,0.5,2,0.2,7,0.5,4,0.30769,5,0.35714,3,0.25
44,0.78304,0.83929,0.76786,0.73228,10,0.2381,1,0.021277,5,0.35714,0,0,1,0.071429,0,0,4,0.28571,1,0.083333
45,0.786,0.78294,0.83465,0.84666,23,0.54762,8,0.17021,6,0.42857,1,0.1,9,0.64286,2,0.15385,8,0.57143,1,0.083333
46,0.80344,0.8372,0.82472,0.87019,28,0.66667,11,0.23404,8,0.57143,1,0.1,11,0.78571,4,0.30769,9,0.64286,1,0.083333
47,0.86355,0.69563,0.96429,0.88268,32,0.7619,9,0.19149,9,0.64286,4,0.4,12,0.85714,0,0,11,0.78571,2,0.16667
48,0.6339,0.5869,0.47894,0.63988,8,0.19048,5,0.10638,2,0.14286,1,0.1,2,0.14286,2,0.15385,4,0.28571,2,0.16667
49,0.84208,0.75143,0.91749,0.87019,25,0.59524,5,0.10638,5,0.35714,1,0.1,11,0.78571,1,0.076923,9,0.64286,1,0.083333
50,0.81043,0.30467,0.89286,0.875,16,0.38095,2,0.042553,1,0.071429,2,0.2,8,0.57143,0,0,7,0.5,0,0
51,0.70294,0.56041,0.71062,0.85595,23,0.54762,14,0.29787,5,0.35714,3,0.3,8,0.57143,4,0.30769,10,0.71429,2,0.16667
52,0.79641,0.75143,0.86174,0.82804,24,0.57143,8,0.17021,5,0.35714,1,0.1,10,0.71429,2,0.15385,9,0.64286,2,0.16667
53,0.79235,0.5,0.88774,0.89291,28,0.66667,12,0.25532,7,0.5,5,0.5,11,0.78571,2,0.15385,10,0.71429,1,0.083333
54,0.74442,0.59167,0.72212,0.85595,24,0.57143,12,0.25532,7,0.5,4,0.4,7,0.5,3,0.23077,10,0.71429,2,0.16667
55,0.70244,0.78571,0.73924,0.73228,10,0.2381,4,0.085106,2,0.14286,0,0,4,0.28571,1,0.076923,4,0.28571,1,0.083333
56,0.71123,0.82801,0.70534,0.6849,29,0.69048,20,0.42553,11,0.78571,3,0.3,9,0.64286,5,0.38462,9,0.64286,5,0.41667
57,0.80344,0.70476,0.88626,0.89291,28,0.66667,11,0.23404,6,0.42857,2,0.2,12,0.85714,3,0.23077,10,0.71429,1,0.083333
58,0.66378,0.5869,0.77535,0.76667,16,0.38095,10,0.21277,2,0.14286,1,0.1,7,0.5,2,0.15385,7,0.5,2,0.16667
